,w_star,method,gamma,N,mean_variance,expected_return
0,"[2.49394451e-01 4.77959686e-15 0.00000000e+00 7.50605549e-01
 3.51151400e-15]",SAA,10,50,0.9914183270146162,28.039056260012405
1,"[2.97734705e-01 2.51778488e-03 3.96567399e-04 6.03943852e-01
 9.54070907e-02]",bagging,10,50,1.0162761549634283,27.476840432126103
2,"[1.04767766e-01 2.01921813e-15 2.70303615e-01 6.24928619e-01
 5.23838306e-15]",SAA,10,100,1.5793304353247954,28.470213635815483
3,[0.25667878 0.00684365 0.24299546 0.467881   0.02560111],bagging,10,100,1.5082371427351884,27.934842076300086
4,[0.63635101 0.         0.         0.36364899 0.        ],SAA,10,200,0.9885269044958056,27.04457790152304
5,"[6.05444561e-01 1.96833489e-04 1.39277915e-04 3.94133247e-01
 8.60810696e-05]",bagging,10,200,0.9842798724661259,27.122967743526196
6,"[5.11605016e-01 5.71742573e-15 0.00000000e+00 4.88394984e-01
 1.71762999e-15]",SAA,10,50,0.975295725572316,27.365175107862363
7,[0.46381121 0.00164413 0.00076994 0.52571293 0.00806178],bagging,10,50,0.978100060072542,27.44619142394305
8,"[1.39280458e-01 4.79911250e-15 0.00000000e+00 8.60719542e-01
 3.95950633e-15]",SAA,10,100,1.0159411278152963,28.322049222784546
9,"[1.86679357e-01 2.30504585e-03 8.10577790e-05 7.01593569e-01
 1.09340971e-01]",bagging,10,100,1.0359156474411693,27.700219008268665
10,"[6.44462495e-01 1.66868837e-01 0.00000000e+00 1.88668668e-01
 1.07075807e-15]",SAA,10,200,1.0613476306073353,26.444696524826853
11,"[5.04496237e-01 2.67981842e-01 5.05735091e-03 2.22196983e-01
 2.67587032e-04]",bagging,10,200,1.084350710427501,26.45345615407227
12,"[1.00000000e+00 0.00000000e+00 2.74780199e-14 0.00000000e+00
 0.00000000e+00]",SAA,10,50,1.104000000000084,26.110000000000372
13,"[9.65067207e-01 1.49576698e-02 1.11497107e-04 1.98636261e-02
 1.23016262e-15]",bagging,10,50,1.0967611127123433,26.147898693167047
14,"[7.97599362e-01 2.17707796e-16 2.93168267e-16 2.02400638e-01
 0.00000000e+00]",SAA,10,100,1.0255979828409645,26.630169639804386
15,"[6.43266477e-01 6.46039881e-03 4.25339295e-14 2.51719892e-01
 9.85532324e-02]",bagging,10,100,1.0390546518150372,26.56089802547791
16,"[5.74887285e-01 0.00000000e+00 2.81025203e-15 4.25112715e-01
 0.00000000e+00]",SAA,10,200,0.9803235756501048,27.202539677112558
17,"[5.55160444e-01 1.99399902e-14 2.02245727e-13 4.05330774e-01
 3.95087818e-02]",bagging,10,200,0.9947377143360923,27.075448141155487
18,"[0.00000000e+00 0.00000000e+00 1.88737914e-14 1.00000000e+00
 0.00000000e+00]",SAA,10,50,1.0620000000000793,28.68000000000037
19,"[5.85554865e-04 4.89080678e-03 2.82241096e-03 9.65530850e-01
 2.61703776e-02]",bagging,10,50,1.068923693462338,28.544378255511663
20,"[4.08067912e-01 0.00000000e+00 1.26092713e-16 5.91932088e-01
 7.25331253e-17]",SAA,10,100,0.974548355622952,27.631265466624743
21,[0.32888027 0.12009541 0.01200155 0.53749659 0.00152618],bagging,10,100,1.0219638947750256,27.41381915059686
22,"[2.43929222e-01 0.00000000e+00 0.00000000e+00 7.56070778e-01
 4.53738609e-17]",SAA,10,200,0.9923878087807991,28.053101900720804
23,[0.25037735 0.01981761 0.0214381  0.70298343 0.0053835 ],bagging,10,200,1.020521711834332,27.948253712406846
24,"[1.00000000e+00 1.13797860e-14 0.00000000e+00 0.00000000e+00
 6.27276009e-15]",SAA,10,50,1.104000000000136,26.110000000000706
25,[0.7666787  0.01508921 0.02551365 0.10784949 0.08486896],bagging,10,50,1.11162318184665,26.280978870958545
26,"[9.46673670e-01 0.00000000e+00 6.59194921e-17 5.33263296e-02
 0.00000000e+00]",SAA,10,100,1.0799013144130982,26.247048667152875
27,[0.71983823 0.06580071 0.01061728 0.18776175 0.01598203],bagging,10,100,1.0587194821527608,26.532103951166444
28,"[1.00000000e+00 0.00000000e+00 8.62365734e-14 0.00000000e+00
 1.13797860e-15]",SAA,10,200,1.1040000000003034,26.110000000001364
29,[0.86861892 0.00479507 0.02906946 0.09602725 0.0014893 ],bagging,10,200,1.0999173394689965,26.43070394369163
30,"[1.00000000e+00 0.00000000e+00 3.38618023e-15 0.00000000e+00
 7.77156117e-16]",SAA,10,50,1.10400000000002,26.1100000000001
31,[0.83160339 0.00166309 0.02342885 0.09755489 0.04574978],bagging,10,50,1.100139599561075,26.336288691048004
32,"[9.39745506e-02 5.60015856e-01 8.63675451e-16 3.46009594e-01
 1.25463875e-15]",SAA,10,100,1.15282407366707,26.495230385307305
33,[0.32105672 0.2032587  0.01281308 0.36974995 0.09312155],bagging,10,100,1.092983487276331,26.733348450457243
34,"[2.41427831e-01 1.05991604e-15 0.00000000e+00 7.58572169e-01
 0.00000000e+00]",SAA,10,200,0.9928401612714755,28.05953047489144
35,[0.29067298 0.03276157 0.00180164 0.64558064 0.02918317],bagging,10,200,1.0013785690607686,27.688359874877264
36,"[6.14531950e-01 0.00000000e+00 5.03069808e-16 3.85468050e-01
 0.00000000e+00]",SAA,10,50,0.9852402487094505,27.10065288756646
37,"[5.26307775e-01 1.36083746e-02 2.84616532e-04 4.23790871e-01
 3.60083635e-02]",bagging,10,50,0.9952931404742547,27.118192938719826
38,"[2.13885833e-15 2.19298479e-16 1.82351071e-01 5.25123033e-01
 2.92525896e-01]",SAA,10,100,1.5203876286315876,27.403750702338254
39,[0.05890167 0.16692593 0.14901512 0.43651463 0.18864265],bagging,10,100,1.4275287634215204,27.133281116015105
40,"[1.80474205e-01 0.00000000e+00 1.24032729e-16 8.19525795e-01
 1.23599048e-17]",SAA,10,200,1.005537802203186,28.216181292207338
41,"[2.39845024e-01 3.31950046e-04 4.53998526e-03 7.54009844e-01
 1.27319615e-03]",bagging,10,200,0.9983659790984483,28.057715835513854
42,"[3.37088045e-01 6.62911955e-01 0.00000000e+00 9.71445147e-17
 6.93889390e-17]",SAA,10,50,1.2551801528988844,25.51337924075297
43,[0.45020741 0.43566992 0.01024033 0.05793446 0.04594788],bagging,10,50,1.200110572334633,25.806679735615358
44,"[5.02414200e-01 0.00000000e+00 6.28620420e-16 3.68741639e-01
 1.28844161e-01]",SAA,10,100,1.0297204338317072,26.808996780161614
45,[0.39279257 0.04346543 0.00074414 0.35076447 0.21223338],bagging,10,100,1.0793577104235634,26.56481152684401
46,"[0.00000000e+00 1.57180769e-02 1.54795058e-17 9.84281923e-01
 0.00000000e+00]",SAA,10,200,1.0613222139033582,28.62545827328376
47,"[6.00553981e-02 6.62714477e-02 1.60118985e-04 8.65115586e-01
 8.39744930e-03]",bagging,10,200,1.0432127658298254,28.257942407622604
48,"[8.65818432e-01 4.53196508e-17 1.51788304e-18 1.34181568e-01
 0.00000000e+00]",SAA,10,50,1.0480597871752297,26.454846631023845
49,[0.60295398 0.00567005 0.04163834 0.1843861  0.16535153],bagging,10,50,1.138636468128642,26.37581174843083
50,"[8.32667268e-17 3.06178694e-16 0.00000000e+00 1.00000000e+00
 1.19262239e-16]",SAA,10,100,1.0620000000000003,28.68
51,[0.10266836 0.0187247  0.00235526 0.85098326 0.02526844],bagging,10,100,1.0351636692586874,28.23797782578797
52,"[5.59758089e-01 7.45931095e-17 0.00000000e+00 4.40241911e-01
 4.50160742e-16]",SAA,10,200,0.978806095410667,27.24142171048426
53,"[5.63271221e-01 5.33624572e-04 2.36451811e-03 4.30846818e-01
 2.98381824e-03]",bagging,10,200,0.9835902289672589,27.2176342954796
54,[0.41696536 0.         0.         0.58303464 0.        ],SAA,10,50,0.9742479725261783,27.608399027608858
55,"[3.86045259e-01 1.64812197e-02 3.24577304e-02 5.65015791e-01
 9.33439588e-17]",bagging,10,50,1.0216107847480154,27.637814552273248
56,"[4.46142688e-01 8.77444818e-16 0.00000000e+00 5.53857312e-01
 3.15719673e-16]",SAA,10,100,0.9737439570497948,27.533413291619517
57,"[4.40589208e-01 7.81448691e-04 2.02306671e-15 4.52974920e-01
 1.05654423e-01]",bagging,10,100,1.0153659619593647,27.069529202605846
58,"[0.00000000e+00 0.00000000e+00 4.84889906e-13 1.00000000e+00
 0.00000000e+00]",SAA,10,200,1.0620000000018646,28.68000000000838
59,"[1.01298132e-01 5.46400601e-04 2.57944173e-13 8.94741536e-01
 3.41393191e-03]",bagging,10,200,1.0275675948932723,28.402405098322532
60,"[4.63216504e-01 0.00000000e+00 0.00000000e+00 5.36783496e-01
 1.21430643e-16]",True,10,200,0.9737909532472284,27.489533583716433
61,"[3.38096243e-01 3.29727565e-15 0.00000000e+00 3.92571275e-01
 2.69332482e-01]",SAA,20,50,2.419876616870407,26.59909648648633
62,[0.36830981 0.06793804 0.00066815 0.38358142 0.17950258],bagging,20,50,2.4045624935019845,26.690084162518737
63,[0.52897743 0.30433609 0.         0.16668649 0.        ],SAA,20,100,2.412957885443146,26.264481796363118
64,[0.44746308 0.23123765 0.00092121 0.2205559  0.09982215],bagging,20,100,2.4186816112066105,26.278628217201028
65,"[5.38538178e-01 2.13739340e-01 8.24400227e-17 1.17289170e-01
 1.30433311e-01]",SAA,20,200,2.431822878760004,25.96733147069741
66,[0.47599478 0.12940957 0.00120211 0.16366381 0.22972972],bagging,20,200,2.43783894349542,25.974122911464548
67,[0.0000000e+00 0.0000000e+00 1.9434454e-13 1.0000000e+00 0.0000000e+00],SAA,20,50,2.4960000000009983,28.68000000000373
68,[0.03046271 0.00423768 0.00446082 0.9516681  0.00917069],bagging,20,50,2.4835941806388995,28.54671934597796
69,"[4.93209689e-01 9.92261828e-16 0.00000000e+00 1.88091004e-01
 3.18699307e-01]",SAA,20,100,2.4308254151581314,25.978304218764162
70,[0.36991551 0.00212873 0.0432732  0.35489143 0.22979112],bagging,20,100,2.478837285190157,26.697390471484287
71,"[1.00000000e+00 8.28330460e-17 1.63064007e-16 0.00000000e+00
 0.00000000e+00]",SAA,20,200,2.409500000000005,26.110000000000017
72,"[8.72624655e-01 1.38830842e-04 2.46398634e-03 6.23211355e-02
 6.24513928e-02]",bagging,20,200,2.397049036869693,26.15638370433028
73,[0.72379307 0.         0.         0.27620693 0.        ],SAA,20,50,2.346827984689013,26.819851814601275
74,[0.61303156 0.03550705 0.00447621 0.32276737 0.02421781],bagging,20,50,2.3588823583011,26.873304044325604
75,"[0.00000000e+00 0.00000000e+00 1.21754888e-16 8.40142165e-01
 1.59857835e-01]",SAA,20,100,2.4965732693226848,27.96063974046941
76,[0.0551461  0.00198088 0.00899827 0.76218775 0.171687  ],bagging,20,100,2.484915512726249,27.760788984206016
77,"[5.24117353e-01 2.55871713e-17 1.60461922e-17 4.75882647e-01
 0.00000000e+00]",SAA,20,200,2.3426657019608337,27.333018401514003
78,"[4.88465246e-01 2.54136274e-02 6.71445007e-05 4.22377531e-01
 6.36764505e-02]",bagging,20,200,2.36012763790883,27.04992977497477
79,"[1.13353771e-13 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.11050058e-13]",SAA,20,50,2.496000000002871,28.68000000001232
80,"[4.51150347e-02 5.26505215e-03 1.01128411e-04 9.49518785e-01
 3.95388543e-13]",bagging,20,50,2.472529610176684,28.54580687806575
81,"[7.74103004e-14 5.15698595e-14 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,20,100,2.4960000000013878,28.680000000006046
82,[0.11490735 0.01842552 0.00334394 0.85173735 0.01158584],bagging,20,100,2.442936643614807,28.269350932510935
83,"[7.15611355e-01 4.34114550e-16 0.00000000e+00 0.00000000e+00
 2.84388645e-01]",SAA,20,200,2.4450821111014758,25.561129914479274
84,[0.50553432 0.01231969 0.00171915 0.14541403 0.33501281],bagging,20,200,2.4450308289404985,25.83084802468754
85,"[1.42943541e-14 0.00000000e+00 4.18522005e-14 7.83174690e-01
 2.16825310e-01]",SAA,20,50,2.50145896578315,27.70428610724923
86,"[1.77996233e-01 1.08252539e-02 1.06649687e-13 4.66683494e-01
 3.44495019e-01]",bagging,20,50,2.469400586329524,26.634758463094848
87,"[1.89320781e-13 3.16413562e-14 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,20,100,2.4960000000048956,28.680000000021725
88,"[1.67221870e-01 1.53549156e-14 5.40906112e-03 6.50736840e-01
 1.76632229e-01]",bagging,20,100,2.4423248955219514,27.45658475652224
89,"[9.55784800e-01 5.89805982e-17 7.80625564e-18 4.42152002e-02
 0.00000000e+00]",SAA,20,200,2.3950259411708865,26.223633064521948
90,[0.8682     0.0101491  0.01780133 0.09168874 0.01216083],bagging,20,200,2.407607151028579,26.362701170609924
91,"[0.00000000e+00 1.16573418e-15 0.00000000e+00 1.00000000e+00
 6.93889390e-16]",SAA,20,50,2.4960000000000178,28.68000000000007
92,[0.28556209 0.0088233  0.01780377 0.68222076 0.00559009],bagging,20,50,2.404195734145377,27.894250006535508
93,"[2.75232294e-01 0.00000000e+00 1.49576532e-15 7.24767706e-01
 0.00000000e+00]",SAA,20,100,2.3858177925723174,27.972653005556296
94,"[2.89606663e-01 3.85172988e-04 2.83758396e-14 6.56723084e-01
 5.32850804e-02]",bagging,20,100,2.386323893598804,27.694591465050443
95,[0.67584533 0.32415467 0.         0.         0.        ],SAA,20,200,2.450939029152588,25.818260796307147
96,[0.62519166 0.27496978 0.00740641 0.06039363 0.03203852],bagging,20,200,2.4445264180961535,25.976568384752806
97,"[1.98864979e-01 0.00000000e+00 3.53883589e-16 8.01135021e-01
 0.00000000e+00]",SAA,20,50,2.409813615514393,28.168917003378162
98,[0.2666149  0.00635908 0.00223613 0.71414358 0.01064631],bagging,20,50,2.391119909125806,27.9253172594288
99,"[6.66578467e-01 0.00000000e+00 5.03069808e-16 3.33421533e-01
 0.00000000e+00]",SAA,20,100,2.3421060135788605,26.96689334069627
100,"[6.37484990e-01 3.79283407e-03 4.19984674e-04 3.47491968e-01
 1.08102237e-02]",bagging,20,100,2.3444101491315203,26.979948831427883
101,"[0.00000000e+00 1.13973739e-16 2.33146808e-17 7.41131208e-01
 2.58868792e-01]",SAA,20,200,2.5066424253283186,27.515090437144078
102,[0.12192531 0.08866429 0.01586768 0.59225213 0.18129059],bagging,20,200,2.4741123264635636,27.24667010225308
103,"[2.47761762e-01 2.34187669e-17 1.66924057e-01 5.85314182e-01
 0.00000000e+00]",SAA,20,50,2.6849677784634984,28.07997556522657
104,[0.23527808 0.0095698  0.14804758 0.4799784  0.12712614],bagging,20,50,2.685952983472468,27.50263096273369
105,"[6.23565128e-01 3.76434872e-01 2.77555756e-17 1.24032729e-16
 0.00000000e+00]",SAA,20,100,2.4608302391813135,25.771208614810742
106,[0.54615886 0.36232672 0.02912809 0.06053669 0.00184964],bagging,20,100,2.4951584468321353,26.017182815916314
107,"[3.19022332e-01 4.64905892e-16 0.00000000e+00 6.80977668e-01
 4.54497551e-16]",SAA,20,200,2.3743365810527353,27.860112606828263
108,"[2.98057398e-01 4.46808321e-04 1.60333531e-14 6.74162933e-01
 2.73328605e-02]",bagging,20,200,2.3817347150306056,27.789444189626717
109,"[8.87243053e-02 5.05272907e-14 0.00000000e+00 9.11275695e-01
 4.67612060e-14]",SAA,20,50,2.4533163004041443,28.45197853531746
110,[0.32134067 0.00074362 0.00332994 0.63900707 0.0355787 ],bagging,20,50,2.3809509332027394,27.692202573275573
111,"[3.91029682e-01 5.80698684e-16 0.00000000e+00 0.00000000e+00
 6.08970318e-01]",SAA,20,100,2.563966688781566,24.934687286582324
112,[0.37203845 0.13149382 0.02310107 0.042936   0.43043065],bagging,20,100,2.5693718854654373,25.335721911728868
113,"[1.24063661e-01 4.00993720e-01 4.78404209e-17 4.74942619e-01
 2.15756232e-17]",SAA,20,200,2.4411683558801682,26.969708182937566
114,[0.23801502 0.20831558 0.02485182 0.42158516 0.10723241],bagging,20,200,2.4629256236540655,26.868367874991698
115,"[9.00183775e-02 0.00000000e+00 5.80048162e-17 7.48188481e-01
 1.61793142e-01]",SAA,20,50,2.4595018392984374,27.720583632381768
116,[0.19112958 0.00070371 0.01938026 0.62671671 0.16206974],bagging,20,50,2.4523976994077654,27.461304935143236
117,[0.87933855 0.         0.02470658 0.09595487 0.        ],SAA,20,100,2.4142409633643203,26.42553538585228
118,[0.67940349 0.01492029 0.07435981 0.2137686  0.01754781],bagging,20,100,2.4793992700733742,26.819553658180507
119,"[9.46334994e-01 0.00000000e+00 0.00000000e+00 3.39138440e-16
 5.36650060e-02]",SAA,20,200,2.41131126599309,26.006426538350787
120,"[8.03941582e-01 4.61384739e-03 3.55209067e-04 3.23105153e-02
 1.58778847e-01]",bagging,20,200,2.41427614873501,25.883433420943177
121,"[6.01640515e-01 3.14418630e-18 0.00000000e+00 3.98359485e-01
 6.14742632e-17]",True,20,200,2.3401813293793894,27.133783877211293
122,"[1.00000000e+00 4.99600361e-16 0.00000000e+00 0.00000000e+00
 1.24900090e-16]",SAA,50,50,3.1928000000000005,26.110000000000007
123,"[6.51368110e-01 4.12216073e-02 7.64042789e-05 1.37636066e-01
 1.69697812e-01]",bagging,50,50,3.184962821631491,26.09932163331817
124,"[8.52841782e-01 0.00000000e+00 0.00000000e+00 1.47158218e-01
 4.85722573e-17]",SAA,50,100,3.16253242540696,26.48819661973385
125,"[7.68253814e-01 2.26575159e-02 5.77202778e-04 2.06992105e-01
 1.51936243e-03]",bagging,50,100,3.1587033937519156,26.6202559712993
126,"[2.06587257e-01 9.33164928e-02 0.00000000e+00 7.00096251e-01
 9.91340256e-16]",SAA,50,200,3.23682438858507,27.82526252063449
127,[0.32524839 0.19972161 0.00256761 0.44571471 0.02674768],bagging,50,200,3.2057284270062207,27.03127796392793
128,"[4.13038703e-01 6.69603262e-16 0.00000000e+00 5.86961297e-01
 0.00000000e+00]",SAA,50,50,3.1838513298156537,27.618490532636805
129,"[4.21232679e-01 1.15599354e-02 8.44912494e-05 5.46007665e-01
 2.11152297e-02]",bagging,50,50,3.1814124594054607,27.46231909478721
130,"[1.00000000e+00 0.00000000e+00 1.24900090e-16 1.38777878e-16
 0.00000000e+00]",SAA,50,100,3.1928000000000005,26.110000000000003
131,"[8.39979628e-01 4.17104110e-15 6.25819040e-05 1.40179334e-01
 1.97784558e-02]",bagging,50,100,3.1641363541041345,26.432263073105908
132,"[3.15175454e-01 1.37043155e-15 0.00000000e+00 6.84824546e-01
 5.60315683e-16]",SAA,50,200,3.2113786246512435,27.869999083866844
133,"[2.99734944e-01 2.13057978e-02 4.56750520e-14 6.70168319e-01
 8.79093962e-03]",bagging,50,200,3.213362556148936,27.796190847899332
134,"[3.17850165e-16 5.03492211e-01 0.00000000e+00 4.96507789e-01
 9.69654094e-16]",SAA,50,50,3.2867700919410474,26.932882027236506
135,[0.0823841  0.42146604 0.00168167 0.4458123  0.04865589],bagging,50,50,3.270706278936564,26.787204152600914
136,"[8.26304625e-01 0.00000000e+00 7.38992201e-16 1.73695375e-01
 0.00000000e+00]",SAA,50,100,3.1590701120319427,26.556397113974924
137,"[6.60181430e-01 4.62827299e-04 6.24919186e-14 3.37550465e-01
 1.80527750e-03]",bagging,50,100,3.151450924394798,26.97360396426755
138,"[3.90277005e-01 0.00000000e+00 5.10876064e-16 6.09722995e-01
 0.00000000e+00]",SAA,50,200,3.1895136278202263,27.676988098239754
139,"[3.80706136e-01 2.86351253e-03 1.25470966e-15 5.41935122e-01
 7.44952295e-02]",bagging,50,200,3.1915353520332834,27.35642031050508
140,"[5.40678613e-14 7.33302308e-14 0.00000000e+00 1.00000000e+00
 5.27633492e-14]",SAA,50,50,3.3564000000018415,28.68000000000688
141,[0.15188798 0.03554495 0.00264471 0.65466546 0.1552569 ],bagging,50,50,3.264295460450975,27.468232688013416
142,"[9.49119356e-01 0.00000000e+00 1.54737334e-15 5.08806445e-02
 0.00000000e+00]",SAA,50,100,3.180213722090853,26.240763256299683
143,"[7.77792282e-01 7.82580454e-05 7.23332858e-04 1.40974623e-01
 8.04315044e-02]",bagging,50,100,3.168517336272565,26.31901964392558
144,"[3.35555336e-01 1.91361683e-17 1.07840651e-01 4.37340429e-01
 1.19263584e-01]",SAA,50,200,3.393830329905709,27.30466160106228
145,[0.37649391 0.01444766 0.07251183 0.27574175 0.26080485],bagging,50,200,3.347837707702579,26.504608035164228
146,"[9.12230450e-01 0.00000000e+00 7.58941521e-16 4.62303806e-16
 8.77695497e-02]",SAA,50,50,3.1918658460096765,25.940604769107065
147,"[6.18318724e-01 5.25321484e-02 5.37457031e-05 9.48007276e-02
 2.34294654e-01]",bagging,50,50,3.2020299107153196,25.854320204833094
148,"[1.20463292e-01 3.46944695e-17 3.43069841e-02 8.45229724e-01
 8.67361738e-17]",SAA,50,100,3.3292056231245857,28.37795687655692
149,[0.2232024  0.09295845 0.05877065 0.57717668 0.04789182],bagging,50,100,3.318767714505624,27.581220367733536
150,"[0.00000000e+00 7.96037459e-01 2.03962541e-01 0.00000000e+00
 1.10950822e-16]",SAA,50,200,3.9318833127012076,25.96262177715937
151,[0.14661022 0.41211089 0.24906301 0.15508259 0.03713329],bagging,50,200,3.923189929117685,26.76088100372622
152,"[4.33440861e-01 0.00000000e+00 5.97937498e-17 4.21379441e-01
 1.45179698e-01]",SAA,50,50,3.1854486068487606,26.91274834689726
153,[0.29306449 0.10732882 0.0585284  0.38391589 0.15716241],bagging,50,50,3.3200195865205986,26.86003868690346
154,"[0.00000000e+00 3.41393580e-15 9.52016244e-15 1.00000000e+00
 1.22124533e-15]",SAA,50,100,3.356400000000067,28.68000000000022
155,"[2.20723423e-01 7.03658128e-04 9.53264286e-05 7.71022209e-01
 7.45538329e-03]",bagging,50,100,3.2450612869295767,28.076770856165986
156,"[8.83168802e-01 1.13342495e-15 0.00000000e+00 1.16831198e-01
 3.18104917e-16]",SAA,50,200,3.167235921320333,26.410256177640562
157,"[7.63526772e-01 5.65189356e-03 3.15694445e-05 1.91566281e-01
 3.92234836e-02]",bagging,50,200,3.1599551292158647,26.52162539436843
158,[0.64275172 0.         0.         0.35724828 0.        ],SAA,50,50,3.1518195158389126,27.028128082052614
159,[0.56329595 0.04407886 0.00414816 0.3607998  0.02767723],bagging,50,50,3.168240416594072,26.955740818026424
160,"[8.80173578e-01 2.19681044e-14 0.00000000e+00 3.89876813e-02
 8.08387410e-02]",SAA,50,100,3.1832909098306996,26.054179570671305
161,[0.46780746 0.11754006 0.00072716 0.23112622 0.1827991 ],bagging,50,100,3.202597633812753,26.247434830124135
162,"[6.67177028e-01 0.00000000e+00 6.61580166e-16 1.91695536e-01
 1.41127435e-01]",SAA,50,200,3.1707227534484064,26.33028157799032
163,"[5.69232124e-01 2.26541837e-03 1.23058861e-04 2.37133720e-01
 1.91245679e-01]",bagging,50,200,3.1801008193340294,26.34863395649054
164,"[6.36076949e-01 0.00000000e+00 2.87997978e-16 3.14226228e-01
 4.96968228e-02]",SAA,50,50,3.156650076317389,26.82164653813196
165,[0.48584666 0.06995887 0.00275285 0.21295647 0.22848515],bagging,50,50,3.206840043520727,26.16103925090376
166,"[1.48595803e-01 0.00000000e+00 0.00000000e+00 8.51404197e-01
 1.70002901e-16]",SAA,50,100,3.277308692343453,28.29810878534246
167,[0.22030111 0.0205132  0.00070791 0.69127896 0.06719882],bagging,50,100,3.239057814765695,27.74040639602877
168,"[1.00000000e+00 1.65700786e-14 0.00000000e+00 7.07767178e-15
 3.02535774e-15]",SAA,50,200,3.1928000000002026,26.11000000000077
169,[0.82509645 0.02954474 0.00138996 0.07902767 0.06494118],bagging,50,200,3.1802591675341665,26.165052344464804
170,"[0.00000000e+00 2.08166817e-15 0.00000000e+00 1.00000000e+00
 2.19269047e-15]",SAA,50,50,3.356400000000064,28.68000000000024
171,"[1.79470426e-01 6.83326048e-04 4.09421430e-03 7.36229088e-01
 7.95229458e-02]",bagging,50,50,3.2609954555024,27.85943733519425
172,"[1.00000000e+00 1.72639680e-14 0.00000000e+00 6.60582700e-15
 2.22044605e-15]",SAA,50,100,3.1928000000002723,26.110000000001033
173,"[7.63943186e-01 6.63734130e-02 4.77262566e-04 8.55313631e-02
 8.36747749e-02]",bagging,50,100,3.1835519521914932,26.109918778549613
174,[0.34676492 0.1404167  0.         0.51281838 0.        ],SAA,50,200,3.194457916730726,27.30156821059451
175,[0.28094745 0.1710498  0.00242545 0.45562733 0.08994997],bagging,50,200,3.2189551509039998,26.960180976090225
176,"[5.96104863e-01 0.00000000e+00 0.00000000e+00 4.03895137e-01
 1.11022302e-16]",SAA,50,50,3.154626495099957,27.148010503209537
177,[0.54061958 0.00791908 0.0121442  0.43064114 0.008676  ],bagging,50,50,3.177513760755314,27.226758180276722
178,"[1.00000000e+00 6.52256027e-15 0.00000000e+00 5.35682609e-15
 5.82867088e-16]",SAA,50,100,3.1928000000001755,26.11000000000067
179,"[9.52786840e-01 3.66472161e-15 3.25816044e-03 3.65177708e-02
 7.43722842e-03]",bagging,50,100,3.1878446959577804,26.198587087809646
180,"[9.95763847e-01 0.00000000e+00 1.68238458e-15 4.23615282e-03
 3.52907097e-16]",SAA,50,200,3.1916665506105,26.120886912755005
181,[0.66628284 0.07344296 0.04203088 0.19909181 0.01915151],bagging,50,200,3.2344468636343504,26.635871030942944
182,"[6.87893621e-01 0.00000000e+00 2.34187669e-17 3.12106379e-01
 1.04083409e-16]",True,50,200,3.1508972411523635,26.912113394468495
183,"[7.00665240e-01 0.00000000e+00 9.32413868e-18 2.97998518e-02
 2.69534908e-01]",SAA,10,50,1.1519923683956113,25.666383246649886
184,[0.55771207 0.01019028 0.00233156 0.11028398 0.31948212],bagging,10,50,1.1546108726830129,25.774163151580893
185,"[1.00000000e+00 0.00000000e+00 6.46704912e-15 0.00000000e+00
 7.49400542e-16]",SAA,10,100,1.1040000000000227,26.110000000000106
186,[0.82432567 0.01953218 0.00663516 0.11344512 0.03606187],bagging,10,100,1.0733969180585272,26.332887695159794
187,"[8.77494676e-01 0.00000000e+00 5.69563474e-14 1.22505324e-01
 0.00000000e+00]",SAA,10,200,1.0523082420467915,26.424838683462415
188,"[7.02119881e-01 3.96261594e-15 2.89445850e-03 2.91558642e-01
 3.42701874e-03]",bagging,10,200,1.006576014475244,26.86076710257514
189,"[4.57966998e-16 0.00000000e+00 1.04083409e-16 1.00000000e+00
 4.27088920e-15]",SAA,10,50,1.0620000000000016,28.679999999999982
190,"[1.31252090e-01 1.72269372e-15 6.43786300e-05 8.68683531e-01
 1.50497505e-15]",bagging,10,50,1.0182022409306755,28.34269629181978
191,"[1.25697648e-01 0.00000000e+00 1.43838934e-14 8.74302352e-01
 0.00000000e+00]",SAA,10,100,1.0196935758473726,28.356957045302536
192,"[3.03180443e-01 4.43626657e-15 1.79655606e-14 6.95118070e-01
 1.70148705e-03]",bagging,10,100,0.9837586495455062,27.89316956909631
193,"[2.19318945e-01 1.38777878e-16 0.00000000e+00 7.80681055e-01
 1.35308431e-16]",SAA,10,200,0.9970739387017478,28.116350310767128
194,[0.21625863 0.00541992 0.00124178 0.76264055 0.01443912],bagging,10,200,1.0033743711713075,28.040705353945047
195,"[8.89294009e-01 3.35842465e-15 0.00000000e+00 1.10705991e-01
 3.42087469e-15]",SAA,10,50,1.0567214227079846,26.394514397459666
196,"[8.12486110e-01 1.63242305e-03 1.28555896e-13 1.85296733e-01
 5.84734549e-04]",bagging,10,50,1.0312275948670697,26.583614884767353
197,"[1.17920372e-16 1.24900090e-16 4.62151982e-17 1.03183344e-01
 8.96816656e-01]",SAA,10,100,1.5174873613640156,24.64432504922897
198,[0.08095928 0.16104156 0.02068525 0.30227232 0.43504159],bagging,10,100,1.288432665623077,25.959984032876555
199,"[7.60291936e-01 0.00000000e+00 8.93382590e-17 2.39708064e-01
 0.00000000e+00]",SAA,10,200,1.0150188305141867,26.726049724582932
